last_name,first_name,phone,email,address,postalZip,region,languages,GPA,major,university
Vincent,Justin,(487) 577-2364,justinvincent8058@protonmail.com,"245-2212 Id, Ave",58-575,Oklahoma,R Python SQL Javascript C#,3.069621389351969,CS,Portland Community College
Day,Pandora,1-213-880-5375,pandoraday@yahoo.couk,623-2697 Nunc Road,17475,Maine,SQL Javascript C#,3.130102816918988,IT,Texas A&M International University
Payne,Desiree,(732) 867-8137,desireepayne1725@hotmail.net,Ap #638-7952 Massa Av.,09276,Hawaii,C C++ Java R,3.1627789605695162,CIS,Texas A&M International University
Haynes,Stewart,1-286-537-9290,stewarthaynes9222@google.net,"P.O. Box 690, 4055 Sem Ave",13762,Nova Scotia,Python SQL Javascript C#,2.0176663557542236,IT,University of San Francisco
Moss,Sheila,1-375-727-5864,sheilamoss9411@protonmail.ca,Ap #448-8811 Mollis. Rd.,514273,Nova Scotia,Java R Python,3.9262912429929555,CIS,Southeastern Oklahoma State University
Delgado,Diana,1-675-878-7706,dianadelgado5583@google.couk,"P.O. Box 880, 6988 Pharetra. St.",63534,Michigan,Javascript C# Go Swift,2.0247381605196053,DS,University of Texas at Arlington
Allen,Jordan,(647) 681-8783,jordanallen@hotmail.org,984-5160 Orci. Rd.,4266,British Columbia,R Python SQL,2.3003487965233935,IT,Eckerd College
Foley,May,(556) 655-4602,mayfoley7144@aol.couk,Ap #588-7221 Dapibus Rd.,4648,Derbyshire,Go Swift PHP,2.9721648725456395,CS,Wartburg College
Parker,Bo,(376) 596-9105,boparker5720@outlook.edu,"P.O. Box 776, 8739 Donec Road",4756,Arkansas,C++ Java R Python,3.983377373368005,CIS,Southern Polytechnic State Univerisity
Rosa,Stephen,1-451-558-1674,stephenrosa@yahoo.edu,"P.O. Box 544, 8680 Ac Road",2965 LD,Missouri,R Python SQL,3.503647398812263,DS,Lakeview College of Nursing
Miller,Keiko,1-895-810-4256,keikomiller@aol.ca,861-7094 Velit. Rd.,5688,Cornwall,Java R Python SQL,2.2886848261518167,DS,Warner Southern College
Martin,Linda,(515) 426-6086,lindamartin@outlook.com,Ap #179-6944 Tortor. Av.,46576,Lanarkshire,C C++ Java R,3.744675902388776,CIS,Oregon Institute of Technology
Sharpe,Victor,(592) 823-4421,victorsharpe4805@aol.org,"P.O. Box 224, 524 Adipiscing Road",49465,Northwest Territories,Go,2.3949730712725437,CIS,University of Texas Medical Branch Galveston
Rocha,Mia,1-916-411-5439,miarocha1051@hotmail.com,"P.O. Box 820, 9323 Amet Rd.",61-376,Newfoundland and Labrador,Go,2.013493926796545,CS,Barnard College - Columbia University
Peterson,Hop,(633) 184-3323,hoppeterson511@aol.ca,449-7575 Duis Rd.,89136-861,Merionethshire,C++ Java,3.0068009956910178,IST,Art Institute of Southern California
Hill,Solomon,1-815-222-3726,solomonhill@outlook.net,Ap #105-3274 Egestas Av.,34288,Colorado,Java R Python,2.0322793267867927,IST,Menlo College
Mcneil,Hayden,(525) 417-6664,haydenmcneil@hotmail.com,Ap #399-1217 Sociis Street,54581,Staffordshire,Javascript C# Go Swift,3.5955473868418384,MIS,University of Arizona
Abbott,Noble,1-925-419-6531,nobleabbott@google.couk,650-5988 Ligula Av.,5543,Brecknockshire,C# Go Swift PHP,3.536720732933881,CS,Catholic Theological Union
Newman,Owen,(612) 481-9270,owennewman5986@outlook.org,Ap #455-8555 Tempor St.,32-185,Leicestershire,C# Go Swift PHP,3.2392449248009108,IST,Central Bible College
Bean,Emmanuel,1-467-623-8180,emmanuelbean5472@outlook.org,462 Nunc Av.,J2B 8R8,Oklahoma,C#,3.553723469592345,IST,St. Anthony College of Nursing
Everett,Julian,(561) 780-7527,julianeverett679@outlook.couk,Ap #238-6312 Quisque Avenue,69277,Kentucky,Python SQL Javascript C# Go,3.6071972430918997,MIS,Atlantic International University
Collins,Bruce,(601) 461-1759,brucecollins1903@icloud.org,791-2949 Tortor Rd.,14775,Perthshire,C++ Java,3.0794779603447973,MIS,Iona College
Sawyer,Orson,(975) 274-5441,orsonsawyer5945@hotmail.couk,313-9286 Sit Avenue,24-283,Oklahoma,C++ Java R Python SQL,2.728756584874051,CS,Holy Cross College
Duffy,Ishmael,1-797-642-6529,ishmaelduffy7855@hotmail.org,Ap #849-6001 Congue St.,9714 MJ,Kentucky,C# Go Swift,2.3235720844875,MIS,Northwestern University
Roberson,Rafael,1-515-177-3609,rafaelroberson9902@protonmail.edu,4626 Euismod Ave,36-543,Morayshire,C# Go Swift PHP,3.29172545560139,IST,Mayo Medical School
Robbins,Robert,(949) 284-8883,robertrobbins266@yahoo.org,Ap #527-2456 Enim. Av.,67382-92737,Wyoming,Javascript,2.47751871160617,CE,Murray State University
Guthrie,Miriam,(696) 516-3675,miriamguthrie@protonmail.com,442-9237 Mollis. Av.,46688,Cardiganshire,Javascript C# Go Swift,2.33666336211311,CE,Mercyhurst College
Holmes,Alexandra,(334) 776-6788,alexandraholmes@google.ca,"P.O. Box 499, 9187 Enim, St.",67727,Clackmannanshire,C# Go Swift,2.676612179051877,IST,Brenau University
Powers,Nathaniel,(601) 238-5295,nathanielpowers7250@yahoo.org,Ap #775-6269 Nunc Av.,34364,Rutland,Python SQL,2.0200121228236387,IST,Austin Community College
Baker,Olympia,(737) 514-3938,olympiabaker@hotmail.ca,Ap #928-6599 Morbi Ave,30304,Ohio,SQL Javascript C# Go,3.6466382837271416,CE,Paier College of Art
Wynn,Matthew,1-847-622-5833,matthewwynn5661@hotmail.net,Ap #924-2558 Sagittis. Rd.,21007,Northamptonshire,Javascript C#,2.8644136720337263,MIS,Eckerd College
Salas,Kibo,1-370-621-9278,kibosalas@icloud.couk,Ap #464-7005 Et St.,5661,Utah,Ruby Rust,3.788818944590349,IST,Simpson College Iowa
Nguyen,Regan,(751) 249-8332,regannguyen4321@icloud.ca,451-8886 Augue. Ave,55133-41883,Saskatchewan,SQL Javascript,3.9021083632342157,MIS,St. Thomas University
Castro,Helen,(454) 853-1868,helencastro@outlook.com,"P.O. Box 185, 5299 Ac, Street",V3V 1XW,Montgomeryshire,SQL Javascript C# Go,3.1411931218237177,CIS,Georgia College & State University
Barlow,Isadora,(238) 172-5854,isadorabarlow@aol.com,Ap #261-4375 Pretium St.,25586,Yukon,Javascript C# Go,3.8918701091852874,CE,Delaware Valley College
Chapman,Emi,(855) 268-0711,emichapman8910@outlook.net,Ap #781-4489 Dui Rd.,3362,Pennsylvania,C++ Java R Python SQL,3.586102721971633,CS,Pacific Oaks College
Gonzales,Justin,1-791-277-8115,justingonzales@hotmail.net,6703 Dis Av.,252341,Newfoundland and Labrador,C# Go Swift,2.1560498703290287,CS,University of Wisconsin - Platteville
Salas,Rashad,(105) 222-2815,rashadsalas2601@aol.ca,"994-6759 Dui, Rd.",7813,Yukon,PHP Ruby,2.7545737309312432,CS,Newberry College
Manning,Beck,(450) 316-2865,beckmanning@google.net,Ap #402-1348 Vitae St.,812648,Vermont,SQL Javascript,3.8897746222559837,DS,Caldwell College
Holden,Kelly,1-876-638-0835,kellyholden4488@protonmail.couk,Ap #919-5950 Cras St.,6776,Westmorland,R Python,3.1897927682541916,CS,Albion College
Navarro,Marcia,1-198-531-8445,marcianavarro@icloud.edu,367-6126 Nullam Rd.,6324,Delaware,C C++ Java R,2.161109428889622,CS,California Western School of Law
Stone,Micah,(501) 649-3328,micahstone@hotmail.couk,845-9357 Cras St.,5134,Maine,C# Go Swift PHP,2.1797821413504654,CIS,St. Edwards University
Shelton,Calvin,(211) 848-2860,calvinshelton2333@hotmail.com,6377 Lobortis. Avenue,224397,Connecticut,Java R,2.669372036078968,MIS,Miami Dade College
Petty,Elvis,1-615-301-5215,elvispetty@google.couk,Ap #587-1421 Lobortis Rd.,141475,Aberdeenshire,C C++ Java,3.194036890855665,IST,College of DuPage
Wong,Magee,(295) 965-1168,mageewong@google.com,4734 Velit. Rd.,55570,Ohio,Python SQL Javascript,2.5113283956642016,MIS,Point Loma Nazarene College
Hood,Anthony,1-332-744-4238,anthonyhood@google.ca,"Ap #548-5500 Id, Rd.",5062,Selkirkshire,C++ Java,2.7403951476121318,CIS,Lyon College
Weber,Dean,1-617-285-8012,deanweber1242@outlook.org,5118 Nullam Av.,5907,Somerset,C++ Java R Python,3.4762462737228805,CIS,Spring Hill College
Fischer,Russell,1-557-626-6175,russellfischer5417@icloud.couk,Ap #665-8508 Mi. Ave,7254,Manitoba,C++ Java R Python,3.280810164475641,CIS,Kent State University - Tuscarawas
Deleon,Martena,(137) 210-4131,martenadeleon1650@aol.net,Ap #938-9709 Donec St.,34876,Newfoundland and Labrador,Swift,3.7044389543063376,CIS,Eastern Nazarene College
Solis,Nicole,(756) 464-1687,nicolesolis@yahoo.couk,5959 Curabitur Road,35-880,New Brunswick,C++ Java R Python,2.3940737550133555,CS,University of Chicago
Campos,Kim,(948) 359-3346,kimcampos@protonmail.edu,293-5208 Egestas Rd.,24207,Aberdeenshire,Python SQL Javascript,3.379035973069763,IST,Prairie View Agricultural and Mechanical University
Gallagher,Nevada,(632) 862-2851,nevadagallagher4319@protonmail.com,Ap #752-3178 Tellus. Rd.,336598,Missouri,Ruby Rust,2.8005827120524582,CE,"Concordia College, Moorhead"
Kemp,Lacota,(381) 388-2362,lacotakemp@icloud.ca,Ap #527-5007 Ipsum Rd.,4173,Northwest Territories,Java R,2.592533566136564,IST,Hobart and William Smith Colleges
Mullen,Faith,1-837-202-9501,faithmullen@icloud.edu,"2350 Erat, Road",82326,Hertfordshire,Swift PHP Ruby Rust,2.2507405856801155,CIS,International Academy of  Merchandising and Design Chicago
Daugherty,Cassandra,(323) 226-2226,cassandradaugherty2336@icloud.org,6303 Pede. Avenue,52-277,Alberta,Go Swift,3.8272216396959755,IST,University of Nebraska - Kearney
Foley,Bo,1-826-837-9022,bofoley1991@icloud.org,374-8218 Sed Road,6505-3413,Ontario,C++ Java R Python,3.6871644812336672,CS,New England College of Optometry
Parrish,Riley,1-845-662-2224,rileyparrish@aol.ca,Ap #473-8433 Arcu. Street,358746,Buteshire,Go Swift PHP Ruby,3.4855185186364808,CS,"Arizona State University, Downtown Phoenix Campus"
Gregory,Melissa,(857) 636-1330,melissagregory3994@protonmail.net,"504-8757 Amet, Av.",71566,Manitoba,Go Swift PHP Ruby,3.0491407499917216,CIS,American Conservatory Theater
William,Zoe,(667) 322-4554,zoewilliam4851@icloud.org,"P.O. Box 548, 7861 Eu Av.",257277,Oregon,Python SQL Javascript C#,3.693382534726967,IST,Canisius College
Hoover,Priscilla,(283) 934-7455,priscillahoover8661@yahoo.couk,8668 Ac Rd.,5575,Westmorland,Javascript C# Go Swift,2.384021977187185,CS,Southern Arkansas University
Moran,Richard,1-181-453-7667,richardmoran7611@outlook.couk,Ap #963-2770 Posuere Rd.,6202,Essex,C++ Java R Python,3.2885565743668965,CS,Brenau University
Raymond,Nehru,1-283-668-3285,nehruraymond6018@outlook.edu,"P.O. Box 256, 8847 Proin St.",431326,Yukon,R Python,3.3436702983407516,MIS,Trinity International University
Wall,Brody,(104) 281-9182,brodywall@outlook.couk,4055 Quis Street,593569,Vermont,Go,2.0514215421544977,CIS,Columbia College South Carolina
Sherman,Brendan,(987) 238-4618,brendansherman@google.net,442-6346 Molestie Ave,70532,Nova Scotia,SQL Javascript C#,2.4786150893145455,IT,Dakota State University
Webster,Troy,(842) 233-7754,troywebster9572@icloud.net,897-4950 Laoreet Rd.,65382,Newfoundland and Labrador,Swift PHP Ruby,2.4567282156337003,IST,Piedmont Baptist College
Day,Ciaran,1-432-726-4656,ciaranday@outlook.org,"P.O. Box 130, 3319 Ornare, Av.",72-77,Manitoba,C# Go Swift PHP Ruby,3.0343274681876338,CIS,Hawaii Pacific University
Daugherty,Emmanuel,1-668-266-6277,emmanueldaugherty@aol.edu,"P.O. Box 515, 5336 Enim. St.",0234,West Lothian,C++ Java R Python,2.431246945706789,CE,Carlow College
Hensley,Jakeem,1-344-132-1568,jakeemhensley@aol.org,628-380 Tempor Ave,4535,Cornwall,C++ Java,2.392706453971818,CS,Caldwell College
Zamora,Thane,1-918-890-5298,thanezamora4456@google.com,555-1182 Curae Ave,7567 TC,Kincardineshire,R Python SQL Javascript C#,3.0452099098081513,IST,University of Hartford
Hickman,Ivy,(502) 724-8568,ivyhickman1566@yahoo.net,Ap #258-1372 Felis Road,861394,Nunavut,C# Go,3.3837781638549966,CS,American Film Institute Center for Advanced Film and Television Studies
Burch,Hashim,1-117-626-5258,hashimburch@google.ca,846-1166 Lacinia Rd.,80014,Yukon,R Python SQL Javascript,3.3131948250794827,CS,"Long Island University, Southampton College"
Mercer,Cameron,1-638-575-0343,cameronmercer9613@outlook.ca,9845 Sed Road,386429,Rutland,Swift PHP Ruby Rust,2.7314612843686126,CS,Nichols College
Mcguire,Britanni,(245) 812-6074,britannimcguire135@protonmail.net,Ap #936-6987 Lacus. St.,397812,Nova Scotia,Go Swift,3.8911163514395355,CS,Letourneau University
Jensen,Jessica,(268) 656-7856,jessicajensen@google.edu,Ap #998-2762 Nunc St.,167586,Cornwall,Java,3.3588704461724603,DS,Miles College
Slater,Chelsea,(973) 976-6251,chelseaslater6310@google.com,Ap #234-5803 Ac Rd.,05704,Nevada,Go Swift PHP Ruby Rust,2.2427942836442396,IT,University of Wisconsin - Oshkosh
House,Reuben,(485) 813-2173,reubenhouse5749@icloud.edu,"Ap #159-4580 Vel, Avenue",158395,Florida,C++ Java R Python,3.814118796514245,IST,Southern New Hampshire University
Jenkins,Aspen,1-374-285-1224,aspenjenkins@outlook.edu,"P.O. Box 328, 523 Fusce Rd.",248268,Quebec,C#,3.54491977056361,IST,Pennsylvania State University at Harrisburg - The Capital College
Christian,Karyn,1-461-357-5350,karynchristian3767@google.com,"335-7977 Vitae, St.",72254,Oregon,Go Swift PHP Ruby,3.3721054094624723,IST,Curry College
Prince,Samuel,(154) 496-6313,samuelprince4520@google.couk,758-4863 Lectus Avenue,BL1Y 4OT,Kinross-shire,Python SQL,3.886880338329145,CIS,Rogers State University
Alston,Xenos,1-723-521-7853,xenosalston3960@outlook.edu,653-3723 Erat. Avenue,7671 DB,Manitoba,C++ Java R Python SQL,3.8067134112895635,CS,"DeVry Institute of Technology, Columbus"
Kline,Lucas,(847) 655-9308,lucaskline6081@yahoo.ca,Ap #556-2745 Donec St.,21905,Minnesota,C# Go Swift,2.179777890464786,CIS,University of Texas Pan American
Serrano,Julie,(527) 869-7297,julieserrano1608@outlook.edu,354-5945 Fusce Ave,37551,Northwest Territories,R Python SQL Javascript,2.563498890519135,CIS,Salem College
Gross,Tyrone,(830) 710-1860,tyronegross7673@icloud.ca,"P.O. Box 908, 5100 Suspendisse Street",983669,Nova Scotia,PHP Ruby,3.297381914885791,MIS,Cleveland State University
Terrell,Winifred,(545) 485-0225,winifredterrell3381@yahoo.net,Ap #139-3277 Dolor Rd.,7297,Idaho,Javascript C# Go,3.9618472757443532,CE,Avila College
Rasmussen,Chancellor,1-737-884-4632,chancellorrasmussen@google.org,Ap #512-398 Tincidunt. Avenue,2085,Minnesota,Python,3.7863320614374687,CE,Trinity College Connecticut
Huber,Hayden,(216) 425-8364,haydenhuber@aol.com,Ap #865-9147 Donec Av.,22436-74427,Wigtownshire,R Python,2.9768324503264845,CIS,Sul Ross State University
Kane,Connor,1-647-623-2416,connorkane6306@google.edu,Ap #115-3198 Ligula Street,244116,Alabama,Python SQL Javascript C#,3.3889767179274104,CS,Furman University
Robles,Cheyenne,(538) 553-5358,cheyennerobles@outlook.couk,Ap #952-9204 Amet Rd.,227545,Alberta,SQL Javascript C#,2.190853152502208,CIS,University of Dallas
Alvarado,Dale,(182) 178-5263,dalealvarado@protonmail.net,"P.O. Box 726, 3146 Dolor Rd.",80382,Oregon,C++ Java R,3.0507825346027033,CS,Hardin-Simmons University
Higgins,Iola,(660) 528-0663,iolahiggins@google.ca,9299 Adipiscing Av.,43108,Westmorland,C# Go,2.0777332963658512,CIS,Samuel Merritt College
Blackwell,Vance,(258) 647-5117,vanceblackwell@google.org,4588 Arcu. Avenue,76757,Alberta,Python,3.974763216659303,CS,Skidmore College
Bowman,Nevada,1-335-215-7705,nevadabowman2281@hotmail.com,"P.O. Box 335, 8755 Sed Road",16-846,Newfoundland and Labrador,Go Swift PHP Ruby,3.610046978295035,MIS,Loyola Marymount University
Steele,Denise,1-726-377-2412,denisesteele@hotmail.couk,Ap #136-7607 Arcu St.,624774,Arkansas,Javascript C# Go Swift,3.0313856887819397,CIS,Ohio University - Eastern
Ashley,Virginia,1-803-755-3575,virginiaashley@hotmail.net,Ap #500-1358 Odio. Rd.,84348,British Columbia,R Python SQL Javascript C#,3.5405167225051843,CIS,Valparaiso University
Dennis,Griffin,(276) 457-8182,griffindennis@icloud.org,240-1422 Sed St.,93152,Angus,Java R,2.343859042582631,IST,Purdue University Calumet
Goodwin,Tad,(420) 484-3100,tadgoodwin5133@protonmail.com,Ap #937-8330 Cras Street,2648,Saskatchewan,Javascript C# Go,2.091522870775962,CE,Louisiana Baptist University
Chambers,Francis,(813) 918-5039,francischambers@aol.edu,"614-8998 Eu, Av.",668386,Maine,Javascript C# Go Swift,3.7851602406738314,CE,Martin University
Sloan,Henry,1-648-318-7791,henrysloan7574@yahoo.couk,Ap #231-1181 Mauris Avenue,3666,Alberta,SQL Javascript C# Go,3.82141675668115,CIS,Otterbein College
Dale,Keegan,1-821-419-1775,keegandale@protonmail.edu,"P.O. Box 826, 2432 Etiam Rd.",88057-06249,Huntingdonshire,R Python SQL Javascript,3.8698159387757323,IST,"City University of New York, College of Staten Island"
Bush,Julie,1-921-242-6841,juliebush2118@hotmail.org,"P.O. Box 845, 2724 Vel St.",6459,Saskatchewan,C++ Java R Python SQL,3.4736983091522626,CS,Roberts Wesleyan College
Garrett,Vivien,1-854-854-4889,viviengarrett1293@outlook.org,Ap #101-4278 Mauris Street,828662,Devon,Java R Python,3.763678917935115,DS,God's Bible School and College
Stone,Kitra,1-670-870-6816,kitrastone4011@protonmail.couk,Ap #165-5035 Dis Road,9632-9017,Alberta,Go Swift PHP Ruby Rust,3.5988176929922604,CS,Rhodes College
Mayer,Melinda,1-358-680-4718,melindamayer@yahoo.edu,Ap #483-717 Ultricies St.,9356,Nunavut,Go Swift PHP,2.563238226363128,IST,Monmouth University
Huff,Alea,(227) 805-8023,aleahuff6196@protonmail.edu,223-5834 Risus. Rd.,7273,Yukon,C C++ Java R,3.4666633750547744,CE,Charter Oak State College
Cortez,Tana,1-838-225-1265,tanacortez@hotmail.couk,2328 Dolor Av.,906284,Georgia,C# Go Swift PHP,2.2681520571386926,MIS,Johnson C. Smith University
Lynn,Gay,1-762-808-3684,gaylynn@protonmail.couk,Ap #455-1131 Molestie Street,13-19,Oregon,C++ Java R,3.1907379119693537,CS,Texas A&M University - Kingsville
Newton,Chelsea,1-478-450-4301,chelseanewton@protonmail.edu,"P.O. Box 256, 3673 Suspendisse Ave",363725,Nunavut,PHP Ruby,2.3921872375975486,CE,Baker College of Muskegon
Farley,Flynn,(189) 669-4554,flynnfarley@hotmail.ca,"Ap #245-8031 Nec, St.",WT98 9NE,Saskatchewan,C++ Java R,2.474764065202719,DS,Shenandoah University
Keller,Zeph,1-425-561-8845,zephkeller5426@icloud.org,"291-3297 Tortor, St.",45-55,Nevada,Python SQL Javascript C#,2.4377292215239246,CS,"University of California, Riverside"
Rios,Zelda,1-576-887-8147,zeldarios9443@aol.org,Ap #770-4686 Faucibus Av.,8459,Massachusetts,Javascript C#,2.5153207806170177,CIS,Carroll College Helena
Jenkins,Imelda,1-481-574-2318,imeldajenkins8849@protonmail.com,Ap #407-5126 Vel Avenue,478471,Oklahoma,PHP Ruby Rust,3.9105200022570905,CE,MacMurray College
Bryant,Cooper,(887) 884-2127,cooperbryant@hotmail.couk,"P.O. Box 218, 6472 Nonummy Rd.",47687,Iowa,C# Go Swift PHP Ruby,3.7112920063715427,CIS,Dakota State University
Mejia,Anthony,1-445-452-3533,anthonymejia@icloud.org,1320 Auctor. St.,26767,Ohio,SQL Javascript,2.7094197595288447,CS,Beth-El College of Nursing and Health Sciences
Shepard,Scarlett,1-243-538-3307,scarlettshepard@outlook.couk,406-4942 Elementum Road,3778,Wyoming,Java,2.1844664101022317,MIS,Emory & Henry College
Carson,Hedda,1-358-538-1446,heddacarson6910@protonmail.org,"702-7417 Consequat, St.",39414-85864,Quebec,Java R Python,2.4862601765400796,CS,St. Paul's College
Maynard,Jessamine,1-433-905-7665,jessaminemaynard@outlook.couk,"P.O. Box 965, 8585 In Rd.",8564-5917,Minnesota,Go Swift PHP Ruby,2.622186922480977,CIS,Paine College
Hodge,Neil,1-191-947-2084,neilhodge5718@icloud.edu,Ap #674-3139 Massa. Avenue,229325,Virginia,Python SQL Javascript C#,3.5462089769367835,CIS,Florida Institute of Technology
Doyle,April,(337) 555-3428,aprildoyle@google.com,"988-8062 Et, St.",04251,East Lothian,C# Go Swift PHP Ruby,2.7450221345012573,CS,Erskine College
Roberson,Emerald,(384) 733-3836,emeraldroberson@google.couk,515 Sit St.,56-45,Alberta,Swift PHP,3.2728302506855647,CIS,Russel Sage College
Lowe,Ariel,(263) 541-9202,ariellowe@google.org,961-7217 Sem Street,7378,Huntingdonshire,SQL Javascript C#,3.3199878533959093,DS,Trinity University
Carpenter,Curran,1-634-700-1321,currancarpenter1489@icloud.couk,Ap #906-4025 Lobortis Rd.,23966,Manitoba,SQL Javascript C#,3.7564145397867046,CS,"DeVry Institute of Technology, Kansas City"
Bauer,Knox,1-627-726-2292,knoxbauer8276@hotmail.net,"Ap #239-4442 Erat, Avenue",6890,East Lothian,Java R Python SQL Javascript,2.0856555562816843,DS,Texas Lutheran University
Caldwell,Meghan,(812) 944-0472,meghancaldwell5806@hotmail.com,Ap #135-4169 Tincidunt St.,31841,Texas,Javascript C#,2.619798129583505,CE,Virginia Commonwealth University
English,Kadeem,1-528-431-9573,kadeemenglish@icloud.org,814-7989 Nullam Rd.,8340,Inverness-shire,Ruby,2.090609541596942,MIS,Bryant and Stratton College
Rivera,Ignatius,1-652-542-9313,ignatiusrivera8064@icloud.net,796-2518 Turpis. Street,35621,Prince Edward Island,Python SQL,2.9677520813262865,IST,Yorker International University
Valdez,Rigel,(502) 721-0005,rigelvaldez1877@hotmail.ca,1426 Facilisis Road,47662,Illinois,C++ Java R,2.1806306073795927,CE,Massachusetts School of Professional Psychology
Yang,Vivien,(801) 826-1259,vivienyang@yahoo.org,"P.O. Box 277, 5137 Aliquam St.",7788 OY,Nova Scotia,Javascript C# Go Swift PHP,3.51760414914994,DS,Bennington College
Schmidt,Brian,1-247-237-6237,brianschmidt@google.edu,518-6264 Arcu St.,74925,Hawaii,Python SQL Javascript,2.0186530799113753,IST,Knox College
Randall,Jenna,(129) 645-5617,jennarandall5620@google.net,824-9041 Ultricies Avenue,86183,Sutherland,Go,2.2748808702898597,CE,Boston College
Hood,Laurel,1-473-626-3359,laurelhood@aol.couk,Ap #839-1148 Non Ave,3585,Aberdeenshire,R Python SQL,3.7459582497149184,MIS,San Francisco State University
Rice,Tyler,1-737-226-7873,tylerrice3069@yahoo.ca,539-822 Quisque Avenue,18625,Illinois,PHP Ruby Rust,3.7985763914663044,MIS,Wesleyan College
Howe,Brittany,(880) 573-1807,brittanyhowe@google.ca,5776 Tincidunt St.,515512,Iowa,SQL Javascript C#,2.9290633825556354,DS,Portland Community College
Love,Jana,(181) 623-7077,janalove993@yahoo.ca,"P.O. Box 439, 4042 Neque St.",50203,Orkney,C# Go Swift,2.292540443013859,IST,Georgian Court College
Roberts,Shelly,1-967-650-9838,shellyroberts@google.org,Ap #462-9537 Et St.,16228-69509,Manitoba,Python,2.4104599821314965,CIS,Westbrook University 
Bolton,Kelsey,1-364-965-5621,kelseybolton327@hotmail.ca,Ap #486-5947 Diam Av.,462924,Perthshire,Python SQL,2.4005756067064103,CIS,Capital University Law School
Flynn,Jade,1-406-595-2697,jadeflynn@aol.com,"Ap #748-8351 Sed, Rd.",22351,Prince Edward Island,R Python SQL Javascript,3.1531520470449594,IT,Edgewood College
Serrano,Jorden,(631) 465-4632,jordenserrano@outlook.net,"P.O. Box 358, 886 Tempus Av.",830231,Sutherland,Python SQL Javascript C#,2.0922466373633197,DS,Denison University
West,Nissim,(116) 736-6348,nissimwest@yahoo.ca,Ap #632-8376 Risus. Road,9134,Ontario,Javascript C#,2.342744416667319,CIS,Chatham College
Workman,Zenaida,1-675-839-1696,zenaidaworkman889@aol.couk,Ap #332-5082 Lorem Rd.,176272,Caithness,Python SQL Javascript,2.823866664780235,MIS,Western State College
Suarez,Jack,1-672-558-3633,jacksuarez@icloud.com,7579 Nascetur Street,37462,Devon,C# Go,3.090970094416699,CIS,University of North Carolina at Wilmington
Shepard,Tad,(541) 440-3185,tadshepard1953@hotmail.net,611-1217 Aliquam Ave,22445-30264,Caithness,C# Go Swift,3.004684493567234,IT,Wheaton College Massachusetts
Castaneda,Yoshio,(684) 417-6716,yoshiocastaneda2373@outlook.com,Ap #836-6931 Conubia Ave,77102,Kincardineshire,C# Go,3.9280253707521897,MIS,Argosy University - Hawaii
Weber,Ethan,(730) 787-9467,ethanweber7632@hotmail.ca,647-3876 Odio. Ave,8882,Arkansas,Python,2.134601357606063,CS,University of Minnesota - Crookston
Gomez,Malik,1-612-751-1148,malikgomez@google.com,520-3171 Malesuada Ave,S7L 5E9,Nova Scotia,C C++,2.8496242298358987,MIS,Georgetown University
Wiley,Blaze,(565) 667-6037,blazewiley6464@aol.org,140-7736 Est Rd.,23785,Quebec,C# Go Swift,3.9711982396283085,CS,Anderson University
Ramos,Scarlett,1-665-246-4185,scarlettramos3966@yahoo.com,686-3039 Mauris Avenue,30714,Lincolnshire,Java R Python,3.6508103768018136,CIS,Grace University
Stark,Dean,1-868-775-6460,deanstark4373@yahoo.org,Ap #559-4184 Accumsan Street,Y71 8PW,Montgomeryshire,C++ Java R,3.7666341889797788,MIS,Seton Hall University
Conrad,Davis,(167) 831-7977,davisconrad885@icloud.com,3325 Tristique Road,83-487,Pembrokeshire,R Python SQL Javascript,2.3087536801514523,MIS,Oral Roberts University
Richmond,Haley,1-652-379-7528,haleyrichmond@aol.couk,Ap #985-4913 Augue Street,F6A 1YA,Rutland,SQL Javascript C#,2.4984831878225613,CE,"University of Washington, Tacoma"
Marshall,Merrill,(717) 926-3487,merrillmarshall@yahoo.org,7851 Felis. Avenue,04968,Nova Scotia,SQL,3.726527637231845,DS,College of William and Mary
Mcclure,Zenia,(627) 737-6934,zeniamcclure4201@outlook.net,157-848 Libero Street,8236,Washington,C++ Java R,2.4526341680052504,CS,Samford University
Kirkland,Vernon,(789) 312-1367,vernonkirkland4472@yahoo.ca,"Ap #659-6613 Laoreet, Av.",40706,Kincardineshire,Java R Python SQL,3.705279510832333,IT,National-Louis University
Murray,Ryder,1-664-173-6431,rydermurray7601@google.edu,Ap #175-3419 Arcu Ave,08182,Wyoming,SQL Javascript,2.194778672889703,CE,Bellin College of Nursing
Randall,Murphy,(826) 898-7671,murphyrandall8789@yahoo.com,483-535 Orci. Street,9110,Northwest Territories,SQL Javascript C#,3.207479408367833,IST,University of Houston
Avila,Basil,1-211-973-5818,basilavila1167@yahoo.com,"P.O. Box 227, 3315 Est, Road",29122,Nova Scotia,Javascript C# Go Swift,3.568205902331922,CIS,St. Louis College of Pharmacy
Becker,Celeste,(292) 682-4191,celestebecker4109@outlook.ca,"158-3401 Ante, Avenue",6525,Louisiana,C++ Java,2.5459932410341946,CIS,California College San Diego
Bridges,Jasper,(682) 487-1473,jasperbridges@outlook.couk,"P.O. Box 383, 9786 Nec Rd.",68412,Lancashire,Java R,2.6538509211510055,MIS,University of Colorado at Denver
